address,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory,heating,air_con,internal_laundry,built_in_wardrobes,secure_parking,study,close_to_shops,close_to_transport,close_to_schools,split_system,fully_fenced,solar_panels,dishwasher,garage,alarm,garden,deck,balcony,pool,spa
42-ruskin-avenue-croydon-vic-3136,410500,21-Jul-2015,1,1,1,506,m2,House,https://www.domain.com.au/42-ruskin-avenue-croydon-vic-3136-2012059842,Formal Lounge-Formal Dining Room,0.2-1.9-11.9,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42-ruskin-avenue-croydon-vic-3136,486000,10-May-2014,1,1,1,934,m2,House,https://www.domain.com.au/42-ruskin-avenue-croydon-vic-3136-2011126131,,0.2-1.9-11.9,3,Jul/2015/410500.0/SOLD-May/2014/486000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/9-11-plumer-street-croydon-vic-3136,635000,01-Dec-2021,2,1,1,171,m2,House,https://www.domain.com.au/1-9-11-plumer-street-croydon-vic-3136-2017379172,Built in wardrobes*-Secure Parking*-Heating*,0.7-1.1-2.4,3,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/147-149-maroondah-highway-croydon-vic-3136,557300,19-Nov-2021,2,1,1,114,m2,House,https://www.domain.com.au/2-147-149-maroondah-highway-croydon-vic-3136-2017376607,,1-1.4-1.5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47-allendale-road-croydon-vic-3136,810000,18-Oct-2021,2,1,2,785,m2,House,https://www.domain.com.au/47-allendale-road-croydon-vic-3136-2017286715,Fireplace(s)*-Kitchen-Fully fenced-Laundry,0.9-1.7-12.2,3,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222-maroondah-highway-croydon-vic-3136,800500,16-Oct-2021,2,1,1,809,m2,House,https://www.domain.com.au/222-maroondah-highway-croydon-vic-3136-2017288473,,1-1.6-2.2,3,Oct/2021/800500.0/SOLD-Dec/1990/96000.0/SOLD-Oct/1987/63500.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/15-17-haig-street-croydon-vic-3136,655156,06-Oct-2021,2,1,1,177,m2,House,https://www.domain.com.au/1-15-17-haig-street-croydon-vic-3136-2017258679,,0.7-1-2.5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22-niel-street-croydon-vic-3136,696000,05-Oct-2021,2,1,1,245,m2,House,https://www.domain.com.au/2-22-niel-street-croydon-vic-3136-2017246116,Built in wardrobes*-Internal Laundry*-Secure Parking*-Bath*-Balcony / Deck*,0.7-1.2-2.4,3,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6/130-dorset-road-croydon-vic-3136,600000,02-Sep-2021,2,1,1,157,m2,House,https://www.domain.com.au/6-130-dorset-road-croydon-vic-3136-2017263366,,1.6-2-2.2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57-surrey-road-east-croydon-vic-3136,940000,27-Aug-2021,2,1,2,1050,m2,House,https://www.domain.com.au/57-surrey-road-east-croydon-vic-3136-2017182296,Close to transport-Close to shops-Close to schools,0.8-1.3-2.3,3,Aug/2021/940000.0/SOLD-May/1998/330.0/SOLD,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
192-dorset-road-croydon-vic-3136,1165000,10-Jul-2021,2,1,2,1406,m2,House,https://www.domain.com.au/192-dorset-road-croydon-vic-3136-2017038794,Shed-Study,1.1-1.6-2.1,3,Jul/2021/1165000.0/SOLD-Jul/2017/1000000.0/SOLD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a-springfield-avenue-croydon-vic-3136,650000,08-Jul-2021,2,1,1,285,m2,House,https://www.domain.com.au/2a-springfield-avenue-croydon-vic-3136-2016916926,Built in wardrobes*-Pets Allowed*-Secure Parking*-Heating*-Dishwasher*-Garden*-Laundry,0.7-0.8-2.3,3,Jul/2021/650000.0/SOLD,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2/44-sherlock-road-croydon-vic-3136,615000,29-Mar-2021,2,1,2,201,m2,House,https://www.domain.com.au/2-44-sherlock-road-croydon-vic-3136-2016832435,,1.5-1.5-12.8,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45-lincoln-road-croydon-vic-3136,941000,06-Mar-2021,2,1,1,844,m2,House,https://www.domain.com.au/45-lincoln-road-croydon-vic-3136-2016778760,Heating*-Garden*,1.2-1.8-2.4,3,Mar/2021/941000.0/SOLD-Oct/2017/770500.0/SOLD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6/31-leigh-road-croydon-vic-3136,581000,03-Mar-2021,2,1,1,228,m2,House,https://www.domain.com.au/6-31-leigh-road-croydon-vic-3136-2016814789,Air conditioning-Heating-Built in wardrobes-Close to transport-Close to shops-Close to schools,0.7-1.4-2.5,3,,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6-wicklow-avenue-croydon-vic-3136,625000,20-Jan-2021,2,1,1,405,m2,House,https://www.domain.com.au/6-wicklow-avenue-croydon-vic-3136-2016683852,Air conditioning*-Built in wardrobes*-Heating*-Dishwasher*-Fully fenced*-Garden*-Balcony / Deck*-Laundry,0.5-1.1-1.2,3,Dec/2020/625000.0/SOLD-Sep/2009/245000.0/SOLD-Nov/2008/98000.0/SOLD,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
100-alto-avenue-croydon-vic-3136,730500,26-Nov-2020,2,1,3,679,m2,House,https://www.domain.com.au/100-alto-avenue-croydon-vic-3136-2016259004,,0.6-1-10.4,3,Nov/2020/730500.0/SOLD-Sep/2017/740000.0/SOLD-Dec/2015/565000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38-leigh-road-croydon-vic-3136,880000,13-Nov-2020,2,1,1,1011,m2,House,https://www.domain.com.au/38-leigh-road-croydon-vic-3136-2016319696,,0.6-1.3-2.6,3,Nov/2020/880000.0/SOLD-Sep/2015/380.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-kitchener-road-croydon-vic-3136,575000,21-Oct-2020,2,1,2,297,m2,House,https://www.domain.com.au/28-kitchener-road-croydon-vic-3136-2016556424,Built in wardrobes-Heating-Air conditioning-Fully fenced-Ensuite,0.4-1-2.2,3,Oct/2020/575000.0/SOLD,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
