address,suburb,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory,heating,air_con,internal_laundry,built_in_wardrobes,secure_parking,study,close_to_shops,close_to_transport,close_to_schools,split_system,fully_fenced,solar_panels,dishwasher,garage,alarm,garden,deck,balcony,pool,spa
6-kirk-street-ringwood-vic-3134,Ringwood,1325000,20-Mar-2021,2,1,2,993,m2,House,https://www.domain.com.au/6-kirk-street-ringwood-vic-3134-2016822817,Close to transport-Close to shops-Close to schools,1-1.3-5.2,3,Mar/2021/350.0/SOLD,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
10-mckay-court-ringwood-vic-3134,Ringwood,1150000,15-Mar-2021,2,1,1,1122,m2,House,https://www.domain.com.au/10-mckay-court-ringwood-vic-3134-2016759693,Air conditioning*-Secure Parking*-Garden*,0.8-1-4.9,3,Mar/2021/1150000.0/SOLD,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49-heatherdale-road-ringwood-vic-3134,Ringwood,847000,15-Feb-2021,2,1,1,738,m2,House,https://www.domain.com.au/49-heatherdale-road-ringwood-vic-3134-2016672349,Garden*,0.9-2.3-4.4,3,Feb/2021/847000.0/SOLD-Dec/2019/575000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1/14-paxton-street-ringwood-vic-3134,Ringwood,681000,06-Feb-2021,2,1,1,306,m2,House,https://www.domain.com.au/1-14-paxton-street-ringwood-vic-3134-2016726572,,0.6-0.9-1.3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-panfield-avenue-ringwood-vic-3134,Ringwood,817000,29-Jan-2021,2,1,-1,740,m2,House,https://www.domain.com.au/7-panfield-avenue-ringwood-vic-3134-2016732991,,0.1-0.4-0.5,3,Jan/2021/410.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43-caroline-street-ringwood-vic-3134,Ringwood,692000,22-Dec-2020,2,1,1,245,m2,House,https://www.domain.com.au/43-caroline-street-ringwood-vic-3134-2016666596,Air conditioning-Built in wardrobes-Courtyard,0.5-0.5-6,3,Dec/2020/692000.0/SOLD-Apr/2014/485000.0/SOLD,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12-heather-grove-ringwood-vic-3134,Ringwood,650000,18-Dec-2020,2,1,1,300,m2,House,https://www.domain.com.au/1-12-heather-grove-ringwood-vic-3134-2016689947,Air conditioning*-Built in wardrobes*-Internal Laundry*-Secure Parking*-Heating*-Shed*-Garden*,1.4-1.7-4.6,3,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30-andrew-street-ringwood-vic-3134,Ringwood,652000,17-Dec-2020,2,1,-1,403,m2,House,https://www.domain.com.au/30-andrew-street-ringwood-vic-3134-2016658590,Fireplace(s)*,0.8-1.6-1.2,3,Dec/2020/652000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41-mullum-mullum-road-ringwood-vic-3134,Ringwood,755000,02-Nov-2020,2,1,1,411,m2,House,https://www.domain.com.au/41-mullum-mullum-road-ringwood-vic-3134-2016572986,,0.4-0.7-1.1,3,Nov/2020/755000.0/SOLD-Nov/2015/623000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-mckay-court-ringwood-vic-3134,Ringwood,1050000,27-Oct-2020,2,1,-1,1081,m2,House,https://www.domain.com.au/9-mckay-court-ringwood-vic-3134-2016531637,,0.8-1-4.9,3,Oct/2020/300.0/SOLD-Jul/2015/1050000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/352-maroondah-highway-ringwood-vic-3134,Ringwood,615000,09-Sep-2020,2,1,3,450,m2,House,https://www.domain.com.au/1-352-maroondah-highway-ringwood-vic-3134-2016379367,Air conditioning-Heating-Built in wardrobes-Close to transport-Close to shops-Close to schools-Carpeted-Study,0.9-0.9-8,3,,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
23-barkly-street-ringwood-vic-3134,Ringwood,931000,14-Jun-2020,2,1,1,710,m2,House,https://www.domain.com.au/23-barkly-street-ringwood-vic-3134-2016278234,,1.2-1.4-5.1,3,Jun/2020/450.0/SOLD-Aug/2012/931000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-dampier-grove-ringwood-vic-3134,Ringwood,660000,05-Mar-2020,2,1,1,204,m2,House,https://www.domain.com.au/19-dampier-grove-ringwood-vic-3134-2016066845,Close to transport-Close to shops-Close to schools-Courtyard,0.7-2.3-1.6,3,Mar/2020/385.0/SOLD-Aug/1988/660000.0/SOLD,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8-fyfe-avenue-ringwood-vic-3134,Ringwood,1410000,16-Nov-2019,2,1,1,1336,m2,House,https://www.domain.com.au/8-fyfe-avenue-ringwood-vic-3134-2015792436,,0.3-0.6-1,3,Nov/2019/1410000.0/SOLD-Apr/2016/1211000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62-wantirna-road-ringwood-vic-3134,Ringwood,665000,14-Sep-2019,2,1,1,340,m2,House,https://www.domain.com.au/62-wantirna-road-ringwood-vic-3134-2015526993,,1-1.3-5.2,3,Sep/2019/665000.0/SOLD-Dec/2016/582620.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-andrew-street-ringwood-vic-3134,Ringwood,721500,27-Jul-2019,2,1,2,405,m2,House,https://www.domain.com.au/8-andrew-street-ringwood-vic-3134-2015417508,,0.9-1.4-1.1,3,Jul/2019/721500.0/SOLD-Jul/2014/505000.0/SOLD-Mar/1996/92000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-hillcrest-avenue-ringwood-vic-3134,Ringwood,616000,27-Jul-2019,2,2,1,926,m2,House,https://www.domain.com.au/19-hillcrest-avenue-ringwood-vic-3134-2015403165,,0.8-2.1-1.5,3,Mar/2021/678000.0/SOLD-Jul/2019/385.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41-albert-street-ringwood-vic-3134,Ringwood,730000,12-Jun-2019,2,1,3,690,m2,House,https://www.domain.com.au/41-albert-street-ringwood-vic-3134-2015250277,Laundry,1.4-1.5-5.1,3,Jun/2019/730000.0/SOLD-Mar/2007/290000.0/SOLD-Jul/1996/94000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56-barkly-street-ringwood-vic-3134,Ringwood,615000,13-Apr-2019,2,1,2,655,m2,House,https://www.domain.com.au/56-barkly-street-ringwood-vic-3134-2015011909,,1.4-1.7-4.9,3,Apr/2019/615000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57-mullum-mullum-road-ringwood-vic-3134,Ringwood,745000,05-Mar-2019,2,2,1,754,m2,House,https://www.domain.com.au/57-mullum-mullum-road-ringwood-vic-3134-2014955357,Built in wardrobes-Close to transport-Close to shops-Close to schools-Ensuite,0.2-0.5-1,3,Mar/2019/745000.0/SOLD-Jun/1998/120000.0/SOLD,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3/11-city-road-ringwood-vic-3134,Ringwood,530000,25-Feb-2019,2,1,1,148,m2,House,https://www.domain.com.au/3-11-city-road-ringwood-vic-3134-2014942563,,0.8-1-5.4,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-samuel-street-ringwood-vic-3134,Ringwood,615000,18-Feb-2019,2,1,1,273,m2,House,https://www.domain.com.au/4-samuel-street-ringwood-vic-3134-2014920784,,0.7-1.4-0.8,3,Feb/2019/615000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-maurice-avenue-ringwood-vic-3134,Ringwood,715000,21-Dec-2018,2,1,1,671,m2,House,https://www.domain.com.au/8-maurice-avenue-ringwood-vic-3134-2014796004,,1.4-1.6-4.9,3,Dec/2018/380.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-great-ryrie-street-ringwood-vic-3134,Ringwood,660000,01-Oct-2018,2,1,1,612,m2,House,https://www.domain.com.au/3-great-ryrie-street-ringwood-vic-3134-2014627140,Air conditioning-Built in wardrobes,0.2-0.7-6.2,3,Oct/2018/660000.0/SOLD-Aug/2010/388000.0/SOLD-Dec/1999/112500.0/SOLD,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-muir-court-ringwood-vic-3134,Ringwood,736000,08-Sep-2018,2,1,1,556,m2,House,https://www.domain.com.au/5-muir-court-ringwood-vic-3134-2014571508,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards-Formal Lounge-Spa,0.5-0.6-4.7,3,Sep/2018/440.0/SOLD-Nov/2008/736000.0/SOLD,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
110-wantirna-road-ringwood-vic-3134,Ringwood,958000,13-Jul-2018,2,1,3,856,m2,House,https://www.domain.com.au/110-wantirna-road-ringwood-vic-3134-2014362066,,1-1.3-4.9,3,Jul/2018/350.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-oliver-street-ringwood-vic-3134,Ringwood,655000,05-May-2018,2,1,1,390,m2,House,https://www.domain.com.au/3-oliver-street-ringwood-vic-3134-2014298118,,0.8-1.3-0.9,3,May/2018/655000.0/SOLD-Aug/2001/235000.0/SOLD-Nov/1999/145000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66-wantirna-road-ringwood-vic-3134,Ringwood,635000,05-May-2018,2,1,2,398,m2,House,https://www.domain.com.au/66-wantirna-road-ringwood-vic-3134-2014298082,,0.9-1.3-5.2,3,May/2018/390.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54-heywood-street-ringwood-vic-3134,Ringwood,1005000,06-Mar-2018,2,1,1,758,m2,House,https://www.domain.com.au/54-heywood-street-ringwood-vic-3134-2014158485,,1.3-1.6-4.7,3,Feb/2018/1004999.9999999999/SOLD-Mar/2015/360.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-wildwood-grove-ringwood-vic-3134,Ringwood,621000,17-Feb-2018,2,1,1,298,m2,House,https://www.domain.com.au/19-wildwood-grove-ringwood-vic-3134-2014108260,,1-1.4-1,3,Feb/2018/365.0/SOLD-Jun/2013/621000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/67-warrandyte-road-ringwood-vic-3134,Ringwood,605000,02-Dec-2017,2,1,2,262,m2,House,https://www.domain.com.au/4-67-warrandyte-road-ringwood-vic-3134-2013989822,,1-1.2-1.1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-kendall-street-ringwood-vic-3134,Ringwood,1204000,25-Nov-2017,2,1,1,553,m2,House,https://www.domain.com.au/21-kendall-street-ringwood-vic-3134-2013964652,,0.8-0.9-5.7,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33-william-street-ringwood-vic-3134,Ringwood,745000,11-Nov-2017,2,1,1,370,m2,House,https://www.domain.com.au/33-william-street-ringwood-vic-3134-2013919100,,0.7-1.7-1.3,3,Nov/2017/745000.0/SOLD-Jun/2013/427000.0/SOLD-Jun/2008/363000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/59-heathmont-road-ringwood-vic-3134,Ringwood,695000,04-Nov-2017,2,1,2,313,m2,House,https://www.domain.com.au/1-59-heathmont-road-ringwood-vic-3134-2013943894,,0.3-0.6-6.2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40-great-ryrie-street-ringwood-vic-3134,Ringwood,685000,23-Sep-2017,2,1,1,252,m2,House,https://www.domain.com.au/40-great-ryrie-street-ringwood-vic-3134-2013830008,Heating-Built in wardrobes-Balcony / Deck-Dishwasher-Floorboards,0.2-0.6-6,3,Sep/2017/420.0/SOLD-Sep/2009/685000.0/SOLD,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
25-georges-road-ringwood-vic-3134,Ringwood,1040000,09-Sep-2017,2,1,1,766,m2,House,https://www.domain.com.au/25-georges-road-ringwood-vic-3134-2013789375,,0.9-1.3-0.9,3,Sep/2017/340.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134-136-wantirna-road-ringwood-vic-3134,Ringwood,1905000,27-Apr-2017,2,1,2,1393,m2,House,https://www.domain.com.au/134-136-wantirna-road-ringwood-vic-3134-2013493816,,0.9-1.1-4.7,3,Apr/2017/400.0/SOLD-Jul/1985/1905000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-belle-vue-avenue-ringwood-vic-3134,Ringwood,1005000,22-Apr-2017,2,1,1,833,m2,House,https://www.domain.com.au/11-belle-vue-avenue-ringwood-vic-3134-2013491702,,0.3-0.6-6.1,3,Apr/2017/1004999.9999999999/SOLD-Jul/2002/228000.0/SOLD-Apr/1997/110000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-sherbrook-avenue-ringwood-vic-3134,Ringwood,1250000,04-Mar-2017,2,1,1,704,m2,House,https://www.domain.com.au/25-sherbrook-avenue-ringwood-vic-3134-2013364251,,1.2-1.9-1.3,3,Mar/2020/1150000.0/SOLD-Mar/2017/1250000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34-great-ryrie-street-ringwood-vic-3134,Ringwood,720000,27-Feb-2017,2,1,2,365,m2,House,https://www.domain.com.au/34-great-ryrie-street-ringwood-vic-3134-2013341854,,0.3-0.5-6,3,Feb/2017/720000.0/SOLD-Sep/2012/497000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6-great-ryrie-street-ringwood-vic-3134,Ringwood,565000,18-Feb-2017,2,1,2,364,m2,House,https://www.domain.com.au/1-6-great-ryrie-street-ringwood-vic-3134-2013338850,,0.2-0.7-6.2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62-wantirna-road-ringwood-vic-3134,Ringwood,582620,07-Dec-2016,2,1,1,340,m2,House,https://www.domain.com.au/62-wantirna-road-ringwood-vic-3134-2013249628,,0.9-1.2-5.2,3,Sep/2019/665000.0/SOLD-Dec/2016/582620.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-glen-cairn-avenue-ringwood-vic-3134,Ringwood,1800000,26-Nov-2016,2,1,2,1943,m2,House,https://www.domain.com.au/15-glen-cairn-avenue-ringwood-vic-3134-2013176151,,0.5-0.5-1,3,Nov/2016/1800000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48-ireland-street-ringwood-vic-3134,Ringwood,550000,22-Sep-2016,2,1,2,227,m2,House,https://www.domain.com.au/48-ireland-street-ringwood-vic-3134-2013005886,,0.8-1.4-5.1,3,Sep/2016/550000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13-heather-grove-ringwood-vic-3134,Ringwood,576000,25-Aug-2016,2,1,1,276,m2,House,https://www.domain.com.au/2-13-heather-grove-ringwood-vic-3134-2012993693,,1.4-1.7-4.6,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/48-ford-street-ringwood-vic-3134,Ringwood,535500,19-Aug-2016,2,1,1,164,m2,House,https://www.domain.com.au/3-48-ford-street-ringwood-vic-3134-2012962178,Built in wardrobes,0.5-0.5-5.9,3,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53-loughnan-road-ringwood-vic-3134,Ringwood,650000,13-Aug-2016,2,1,-1,836,m2,House,https://www.domain.com.au/53-loughnan-road-ringwood-vic-3134-2012919498,Deck,0.7-1.5-1.3,3,Aug/2016/650002.0/SOLD-Oct/2009/445000.0/SOLD-Feb/2002/240000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19a-ford-street-ringwood-vic-3134,Ringwood,556050,13-Aug-2016,2,1,1,417,m2,House,https://www.domain.com.au/19a-ford-street-ringwood-vic-3134-2012953515,,0.4-0.6-6,3,Nov/2021/880000.0/SOLD-Aug/2016/556050.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-vine-street-ringwood-vic-3134,Ringwood,645000,23-Jul-2016,2,1,1,500,m2,House,https://www.domain.com.au/12-vine-street-ringwood-vic-3134-2012895897,,1.1-1.4-5.1,3,Jul/2016/645000.0/SOLD-Jun/2001/154500.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20-lena-grove-ringwood-vic-3134,Ringwood,500000,30-Jun-2016,2,1,1,295,m2,House,https://www.domain.com.au/2-20-lena-grove-ringwood-vic-3134-2012778579,Split System Heating-Split System AirCon-Built in wardrobes,0.3-0.5-6.3,3,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8-norfolk-avenue-ringwood-vic-3134,Ringwood,715000,25-Jun-2016,2,1,-1,578,m2,House,https://www.domain.com.au/8-norfolk-avenue-ringwood-vic-3134-2012835098,,1.1-1.3-4.8,3,Jun/2016/715000.0/SOLD-Sep/2011/435000.0/SOLD-Jan/2011/425000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-heathmont-road-ringwood-vic-3134,Ringwood,650000,18-Jun-2016,2,1,-1,534,m2,House,https://www.domain.com.au/20-heathmont-road-ringwood-vic-3134-2012822209,Gas Ducted Heating-Outdoor Entertaining - Covered-Shed-Built in wardrobes,0.4-0.4-6.2,3,Jun/2016/650000.0/SOLD-Jun/2007/314000.0/SOLD,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-ireland-street-ringwood-vic-3134,Ringwood,1280000,11-Jun-2016,2,1,1,998,m2,House,https://www.domain.com.au/10-ireland-street-ringwood-vic-3134-2012803483,,0.8-1.2-5.2,3,Jun/2016/1280000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36-arlington-street-ringwood-vic-3134,Ringwood,1300000,04-Jun-2016,2,1,1,1003,m2,House,https://www.domain.com.au/36-arlington-street-ringwood-vic-3134-2012806978,,1.4-1.4-5.2,3,Jun/2016/1300000.0/SOLD-Apr/2013/290.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46-arlington-street-ringwood-vic-3134,Ringwood,950000,03-Jun-2016,2,1,-1,830,m2,House,https://www.domain.com.au/46-arlington-street-ringwood-vic-3134-2012732071,Shed-Gas Heating-Split System AirCon,1.4-1.6-5.1,3,May/2016/950000.0/SOLD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8-fyfe-avenue-ringwood-vic-3134,Ringwood,1211000,16-Apr-2016,2,1,1,1336,m2,House,https://www.domain.com.au/8-fyfe-avenue-ringwood-vic-3134-2012676335,Shed,0.3-0.6-1,3,Nov/2019/1410000.0/SOLD-Apr/2016/1211000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25a-mullum-mullum-road-ringwood-vic-3134,Ringwood,745000,24-Mar-2016,2,1,2,831,m2,House,https://www.domain.com.au/25a-mullum-mullum-road-ringwood-vic-3134-2012647945,,0.6-0.9-1.3,3,Oct/2019/950000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7-georges-road-ringwood-vic-3134,Ringwood,572500,19-Mar-2016,2,2,1,325,m2,House,https://www.domain.com.au/1-7-georges-road-ringwood-vic-3134-2012616872,,0.7-1.4-0.8,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-woodside-avenue-ringwood-vic-3134,Ringwood,550000,24-Feb-2016,2,1,1,350,m2,House,https://www.domain.com.au/3-woodside-avenue-ringwood-vic-3134-2012574133,,1.1-1.3-0.8,3,Feb/2016/550000.0/SOLD-Nov/2012/328000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a-garden-street-ringwood-vic-3134,Ringwood,608500,28-Nov-2015,2,1,1,355,m2,House,https://www.domain.com.au/2a-garden-street-ringwood-vic-3134-2012400413,,0.4-0.4-6.2,3,Nov/2015/608500.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63-mullum-mullum-road-ringwood-vic-3134,Ringwood,585000,26-Nov-2015,2,1,-1,1225,m2,House,https://www.domain.com.au/63-mullum-mullum-road-ringwood-vic-3134-2012351909,,0.2-0.3-0.8,3,Dec/2020/888000.0/SOLD-Jan/2016/585000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-sherbrook-avenue-ringwood-vic-3134,Ringwood,610000,28-Oct-2015,2,1,2,300,m2,House,https://www.domain.com.au/29-sherbrook-avenue-ringwood-vic-3134-2012347758,Shed-Built in wardrobes,1.1-1.9-1.3,3,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-jeffrey-drive-ringwood-vic-3134,Ringwood,654500,10-Oct-2015,2,1,2,660,m2,House,https://www.domain.com.au/22-jeffrey-drive-ringwood-vic-3134-2012259384,Shed-Gas Heating-Floorboards,0.5-0.5-1,3,Oct/2015/654500.0/SOLD-Sep/2005/283000.0/SOLD-Nov/2000/152500.0/SOLD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-grant-crescent-ringwood-vic-3134,Ringwood,1256000,10-Oct-2015,2,1,2,755,m2,House,https://www.domain.com.au/3-grant-crescent-ringwood-vic-3134-2012310106,Floorboards-Study,1.1-1.9-1.3,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-lena-grove-ringwood-vic-3134,Ringwood,740000,19-Sep-2015,2,1,-1,725,m2,House,https://www.domain.com.au/30-lena-grove-ringwood-vic-3134-2012202840,Gas Heating,0.4-0.5-6.3,3,Sep/2015/360.0/SOLD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-margaret-street-ringwood-vic-3134,Ringwood,625000,12-Sep-2015,2,1,1,666,m2,House,https://www.domain.com.au/3-margaret-street-ringwood-vic-3134-2012177793,,0.7-2.2-1.6,3,Mar/2021/660000.0/SOLD-Sep/2015/625000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2-kirk-street-ringwood-vic-3134,Ringwood,583000,22-Aug-2015,2,1,1,305,m2,House,https://www.domain.com.au/1-2-kirk-street-ringwood-vic-3134-2012110163,,1-1.2-5.2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
