address,suburb,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory,built_in_wardrobes
31-clydesdale-road-airport-west-vic-3042,Airport West,990000,27-May-2020,4,1,2,843,m2,House,https://www.domain.com.au/31-clydesdale-road-airport-west-vic-3042-2016250271,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards-Formal Lounge,0.7-0.6-2.3,3,May/2020/990000.0/SOLD,1
24-coniston-avenue-airport-west-vic-3042,Airport West,915000,01-May-2020,4,2,1,697,m2,House,https://www.domain.com.au/24-coniston-avenue-airport-west-vic-3042-2016219517,Built in wardrobes-Dishwasher-Ducted Vacuum System-Floorboards-Ducted Heating,0.4-1.9-0.8,3,Apr/2020/915000.0/SOLD,1
133-halsey-road-airport-west-vic-3042,Airport West,720000,29-Apr-2020,4,2,2,610,m2,House,https://www.domain.com.au/133-halsey-road-airport-west-vic-3042-2016213102,Close to schools-Close to shops-Close to transport-Secure Parking,1.4-1.3-3,3,Apr/2020/720000.0/SOLD,0
162-halsey-road-airport-west-vic-3042,Airport West,850000,23-May-2019,4,2,6,613,m2,House,https://www.domain.com.au/162-halsey-road-airport-west-vic-3042-2015028828,Air conditioning-Heating-Built in wardrobes-Close to transport-Close to shops-Alarm System-Close to schools-Ensuite-3 Phase Power-Car Parking - Surface-Carpeted-Exhaust-High Clearance-Kitchenette-Roller Door Access-Security System,1.4-3-0.8,3,Apr/2019/850000.0/SOLD-Mar/1986/98000.0/SOLD,1
21-highridge-crescent-airport-west-vic-3042,Airport West,910000,11-Apr-2018,4,1,2,626,m2,House,https://www.domain.com.au/21-highridge-crescent-airport-west-vic-3042-2014265470,Built in wardrobes,0.7-2.4-0.3,3,Apr/2018/910000.0/SOLD,1
38-york-street-airport-west-vic-3042,Airport West,1070000,20-Oct-2017,4,2,3,780,m2,House,https://www.domain.com.au/38-york-street-airport-west-vic-3042-2013837311,Secure Parking-Shed-Fully fenced-Floorboards-Built in wardrobes-Dishwasher-Study,0.9-2.6-0.6,3,Sep/2017/1070000.0/SOLD-Aug/1998/150000.0/SOLD,1
85-roberts-road-airport-west-vic-3042,Airport West,900000,25-Nov-2016,4,2,3,628,m2,House,https://www.domain.com.au/85-roberts-road-airport-west-vic-3042-2013162509,Internal Laundry-North Facing,0.7-0.7-2.1,3,Dec/2019/865000.0/SOLD-Nov/2016/900000.0/SOLD-Mar/1989/133000.0/SOLD,0
7-lana-court-airport-west-vic-3042,Airport West,800000,31-Dec-2015,4,2,2,582,m2,House,https://www.domain.com.au/7-lana-court-airport-west-vic-3042-2012291403,Ensuite-Alarm System-Courtyard-Remote Garage-Secure Parking-Outdoor Entertaining-Fully fenced-Workshop-Split System AirCon-Broadband-Built in wardrobes-Cable or Satellite-Dishwasher-Ducted Heating,0.9-0.9-1.8,3,Jun/2017/1000000.0/SOLD-Mar/2016/800000.0/SOLD,1
157-victory-road-airport-west-vic-3042,Airport West,635000,14-Dec-2015,4,2,5,615,m2,House,https://www.domain.com.au/157-victory-road-airport-west-vic-3042-2012323133,Air conditioning-Ensuite,1.5-3.1-0.8,3,Dec/2015/635000.0/SOLD,0
34-clydesdale-road-airport-west-vic-3042,Airport West,1055000,05-Dec-2015,4,2,2,842,m2,House,https://www.domain.com.au/34-clydesdale-road-airport-west-vic-3042-2012386424,Ensuite-Alarm System-Secure Parking-Shed-Fully fenced-Workshop-Floorboards-Split System AirCon-Built in wardrobes-Hydronic Heating-Dishwasher,0.6-0.5-2.3,3,Dec/2015/1055000.0/SOLD-Sep/2013/697000.0/SOLD-May/1992/143700.0/SOLD,1
27-harrington-road-airport-west-vic-3042,Airport West,850000,23-Oct-2015,4,2,2,1392,m2,House,https://www.domain.com.au/27-harrington-road-airport-west-vic-3042-2012266975,Ensuite-Deck-Shed-Fully fenced-Gas Heating-Floorboards-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Study,0.9-0.9-2.2,3,Oct/2015/850000.0/SOLD,1
15-bedford-street-airport-west-vic-3042,Airport West,760000,19-Jun-2015,4,2,2,595,m2,House,https://www.domain.com.au/15-bedford-street-airport-west-vic-3042-2011948222,Ensuite-Alarm System-Water Tank-Remote Garage-Secure Parking-Fully fenced-Gas Heating-Split System Heating-Split System AirCon-Built in wardrobes-Dishwasher-Ducted Heating,1.1-1-2.7,3,Jun/2015/760000.0/SOLD,1
95-bowes-avenue-airport-west-vic-3042,Airport West,652000,18-Apr-2015,4,2,1,350,m2,House,https://www.domain.com.au/95-bowes-avenue-airport-west-vic-3042-2011851121,Alarm System-Courtyard-Remote Garage-Secure Parking-Fully fenced-Floorboards-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Ducted Cooling-Open Fireplace-Study,0.7-2.4-0.5,3,Apr/2015/652000.0/SOLD-Sep/2003/418000.0/SOLD-Feb/2000/190000.0/SOLD,1
7a-highlawn-avenue-airport-west-vic-3042,Airport West,805000,20-Dec-2014,4,2,1,301,m2,House,https://www.domain.com.au/7a-highlawn-avenue-airport-west-vic-3042-2011629212,Study,0.7-2.4-0.2,3,Dec/2014/805000.0/SOLD-Jun/2013/740000.0/SOLD,0
157-victory-road-airport-west-vic-3042,Airport West,525000,13-Mar-2011,4,2,4,612,m2,House,https://www.domain.com.au/157-victory-road-airport-west-vic-3042-2008883027,Alarm System-Bath-Built in wardrobes-Close to schools-Close to shops-Close to transport-Ensuite(s)-Formal Lounge-Garden-Gas-Internal Laundry-Modern Bathroom-Modern Kitchen-Floorboards-Quiet Location-Renovated-Separate Dining Room-Undercover Timber Deck,1.5-3.1-0.8,3,Dec/2015/635000.0/SOLD,1
63-victory-road-airport-west-vic-3042,Airport West,1000000,27-Oct-2021,5,2,2,623,m2,House,https://www.domain.com.au/63-victory-road-airport-west-vic-3042-2017270878,Ceiling fans,1.5-3.3-0.9,3,Oct/2021/1000000.0/SOLD,0
58-bedford-street-airport-west-vic-3042,Airport West,928000,15-Jun-2020,5,3,2,595,m2,House,https://www.domain.com.au/58-bedford-street-airport-west-vic-3042-2016269453,Fireplace(s)*-Dishwasher*-Garden*-Solar panels*-Study,1.2-1.2-2.7,3,Jun/2020/928000.0/SOLD-Sep/1985/76000.0/SOLD,0
88-mcnamara-avenue-airport-west-vic-3042,Airport West,1100000,16-Feb-2016,7,2,2,843,m2,House,https://www.domain.com.au/88-mcnamara-avenue-airport-west-vic-3042-2012532589,Fully fenced-Built in wardrobes-Ducted Heating,1.2-2.9-0.5,3,Feb/2016/1100000.0/SOLD-Oct/2014/777000.0/SOLD,1
43-kingsley-road-airport-west-vic-3042,Airport West,910000,05-Dec-2015,5,4,2,547,m2,House,https://www.domain.com.au/43-kingsley-road-airport-west-vic-3042-2012396493,Ensuite-Alarm System-Intercom-Balcony-Remote Garage-Shed-Fully fenced-Floorboards-Split System AirCon-Built in wardrobes-Dishwasher-Ducted Heating,0.9-0.9-2.3,3,Dec/2015/910000.0/SOLD-Nov/2004/520000.0/SOLD,1
19-el-reno-crescent-airport-west-vic-3042,Airport West,815000,26-Sep-2015,5,3,6,538,m2,House,https://www.domain.com.au/19-el-reno-crescent-airport-west-vic-3042-2012198643,Ensuite-Alarm System-Intercom-Balcony-Deck-Water Tank-Remote Garage-Secure Parking-Outdoor Entertaining-Fully fenced-Gas Heating-Split System Heating-Floorboards-Split System AirCon-Built in wardrobes-Dishwasher-Ducted Heating-Rumpus Room-Open Fireplace,0.5-2.2-0.4,3,Sep/2015/815000.0/SOLD-Feb/2002/212500.0/SOLD-May/1993/85000.0/SOLD,1
66-richardson-street-albert-park-vic-3206,Albert Park,1890000,13-Dec-2020,2,1,1,182,m2,House,https://www.domain.com.au/66-richardson-street-albert-park-vic-3206-2016547362,Air conditioning-Floorboards-Built in wardrobes-Pets Allowed-Bath-Heating-Dishwasher-Study-Secure Parking-Garden / Courtyard-Double glazed windows,0.3-0.3-1,3,Dec/2020/1890000.0/SOLD-Mar/2014/1230000.0/SOLD,1
3-hambleton-street-albert-park-vic-3206,Albert Park,1481000,10-May-2014,2,1,1,184,m2,House,https://www.domain.com.au/3-hambleton-street-albert-park-vic-3206-2011101517,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Floorboards-Security Alarm-Secure Parking,0.3-0.8-1.6,3,May/2014/1481000.0/SOLD-May/2010/1300000.0/SOLD,1
21-faussett-street-albert-park-vic-3206,Albert Park,1233000,21-Sep-2013,2,1,1,180,m2,House,https://www.domain.com.au/21-faussett-street-albert-park-vic-3206-2010661494,Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Floorboards-Secure Parking,0.3-0.8-1.3,3,Sep/2013/680.0/SOLD-Feb/1988/1233000.0/SOLD,1
50-st-vincent-street-albert-park-vic-3206,Albert Park,2375000,20-May-2020,3,2,1,135,m2,House,https://www.domain.com.au/50-st-vincent-street-albert-park-vic-3206-2016200450,Air conditioning-Heating-Area Views-Close to transport-Close to shops-Close to schools-Ensuite-City Views,0.3-0.4-0.7,3,May/2020/2375000.0/SOLD-Dec/2016/1650000.0/SOLD,0
35-st-vincent-street-albert-park-vic-3206,Albert Park,2500000,03-Nov-2017,3,2,1,167,m2,House,https://www.domain.com.au/35-st-vincent-street-albert-park-vic-3206-2013951322,Study,0.2-0.5-0.8,3,Nov/2017/2500000.0/SOLD-Nov/2012/1430000.0/SOLD,0
50-st-vincent-street-albert-park-vic-3206,Albert Park,1650000,12-Dec-2016,3,2,1,137,m2,House,https://www.domain.com.au/50-st-vincent-street-albert-park-vic-3206-2013214110,Built in wardrobes-Close to schools-Close to shops-Close to transport-Secure Parking-Terrace-Balcony-Basement Storage,0.3-0.5-0.7,3,May/2020/2375000.0/SOLD-Dec/2016/1650000.0/SOLD,1
380-montague-street-albert-park-vic-3206,Albert Park,3475000,06-Dec-2014,3,1,8,302,m2,House,https://www.domain.com.au/380-montague-street-albert-park-vic-3206-2011580027,Close to schools-Close to shops-Close to transport-Fireplace(s)-Secure Parking,0.4-0.8-1.4,3,Mar/2015/3475000.0/SOLD,0
142-kerferd-road-albert-park-vic-3206,Albert Park,3500000,29-Jun-2021,4,2,1,432,m2,House,https://www.domain.com.au/142-kerferd-road-albert-park-vic-3206-2016952861,Built in wardrobes-Fireplace(s),0.5-0.6-1.5,3,Jun/2021/3500000.0/SOLD-May/2013/2250000.0/SOLD,1
5-boyd-street-albert-park-vic-3206,Albert Park,3620000,20-Feb-2021,4,2,1,285,m2,House,https://www.domain.com.au/5-boyd-street-albert-park-vic-3206-2016762011,Air conditioning-Ensuite-Built in wardrobes-Fireplace(s),0.2-0.8-1.7,3,Feb/2021/3620000.0/SOLD,1
68-merton-street-albert-park-vic-3206,Albert Park,3225000,14-Dec-2019,4,1,2,235,m2,House,https://www.domain.com.au/68-merton-street-albert-park-vic-3206-2015494716,Fireplace(s)-Ensuite-Secure Parking-Air conditioning-Balcony-Deck-Courtyard-Shed-Fully fenced-Open Fireplace-Living Areas-Built in wardrobes-Floorboards,0.2-0.6-1.3,3,Dec/2019/950.0/SOLD,1
93-st-vincent-place-south-albert-park-vic-3206,Albert Park,8370000,31-Oct-2019,4,2,2,459,m2,House,https://www.domain.com.au/93-st-vincent-place-south-albert-park-vic-3206-2015696828,Air conditioning-Floorboards-Alarm System-Built in wardrobes-Internal Laundry-Pets Allowed-Bath-Fireplace(s)-Heating-Dishwasher-Study-Balcony / Deck-Garden / Courtyard,0.2-0.7-1,3,Oct/2019/8369999.999999999/SOLD-Sep/1995/1081000.0/SOLD,1
173-mills-street-albert-park-vic-3206,Albert Park,4870000,17-Sep-2019,4,3,2,414,m2,House,https://www.domain.com.au/173-mills-street-albert-park-vic-3206-2015531421,Air conditioning-Floorboards-Alarm System-Built in wardrobes-Internal Laundry-Pets Allowed-Bath-Fireplace(s)-Heating-Dishwasher-Secure Parking-Swimming Pool-Double glazed windows,0.3-1-1.9,3,Sep/2019/4870000.0/SOLD-Jun/2014/3800000.0/SOLD-Mar/2005/1375000.0/SOLD,1
31-st-vincent-place-south-albert-park-vic-3206,Albert Park,5500000,05-Jul-2019,4,3,1,465,m2,House,https://www.domain.com.au/31-st-vincent-place-south-albert-park-vic-3206-2015241385,Air conditioning-Ensuite-Floorboards-Built in wardrobes-Internal Laundry-Pets Allowed-Bath-Fireplace(s)-Heating-Dishwasher-Secure Parking-Balcony / Deck-Garden / Courtyard-Rainwater storage tank,0.4-0.9-1.3,3,Jul/2019/5500000.0/SOLD,1
32-st-vincent-place-north-albert-park-vic-3206,Albert Park,10750000,26-Oct-2020,6,4,3,632,m2,House,https://www.domain.com.au/32-st-vincent-place-north-albert-park-vic-3206-2016519064,Air conditioning-Floorboards-Alarm System-Intercom-Built in wardrobes-Internal Laundry-Pets Allowed-Gas-Bath-Fireplace(s)-Heating-Dishwasher-Study-Secure Parking-Balcony / Deck-Garden / Courtyard-Swimming Pool-North Facing-Energy efficient appliances,0.5-1-1.2,3,Oct/2020/10750000.0/SOLD-Jun/2005/4610000.0/SOLD,1
61-merton-street-albert-park-vic-3206,Albert Park,3235000,02-Aug-2014,5,2,2,318,m2,House,https://www.domain.com.au/61-merton-street-albert-park-vic-3206-2011237803,Study,0.2-0.7-1.3,3,Sep/2014/3235000.0/SOLD-Oct/2010/2895000.0/SOLD-Mar/2003/1505000.0/SOLD,0
1a-college-place-albert-park-vic-3206,Albert Park,3705000,31-May-2014,6,2,2,301,m2,House,https://www.domain.com.au/1a-college-place-albert-park-vic-3206-2011168356,Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Floorboards-Secure Parking,0.4-0.8-1.5,3,May/2014/3705000.0/SOLD-Oct/1998/860000.0/SOLD-Apr/1993/457500.0/SOLD,1
40-yarraford-avenue-alphington-vic-3078,Alphington,2251000,27-Nov-2021,2,1,1,590,m2,House,https://www.domain.com.au/40-yarraford-avenue-alphington-vic-3078-2017372950,Built in wardrobes-Heating-Fireplace(s)-Shed,0.6-3-3.8,3,Nov/2021/2251000.0/SOLD,1
18-yarralea-street-alphington-vic-3078,Alphington,1627000,04-Jul-2015,3,1,1,801,m2,House,https://www.domain.com.au/18-yarralea-street-alphington-vic-3078-2012034430,Alarm System-Outdoor Entertaining-Gas Heating-Dishwasher-Study,0.1-2.8-4.5,3,Jul/2015/1627000.0/SOLD,0
7-yarana-road-alphington-vic-3078,Alphington,1203000,22-Jun-2013,3,2,2,600,m2,House,https://www.domain.com.au/7-yarana-road-alphington-vic-3078-2010487364,Study,0.7-2.4-4.1,3,Jun/2013/1203000.0/SOLD-May/2005/625000.0/SOLD-Feb/1996/230000.0/SOLD,0
49-bennett-street-alphington-vic-3078,Alphington,1332500,18-Aug-2012,3,3,2,600,m2,House,https://www.domain.com.au/49-bennett-street-alphington-vic-3078-2009878848,Study,1.1-1.7-4,3,Aug/2012/1332500.0/SOLD-Dec/1998/263000.0/SOLD-Sep/1986/77500.0/SOLD,0
2-como-street-alphington-vic-3078,Alphington,2100000,30-Nov-2019,4,2,4,766,m2,House,https://www.domain.com.au/2-como-street-alphington-vic-3078-2015841410,In-ground Pool (Heated)-Open Fireplace-Ducted Cooling-Hydronic Heating-Remote Garage-Floorboards,0.3-2.8-4.5,3,Nov/2019/2100000.0/SOLD-May/1988/150000.0/SOLD,0
1-shiers-street-alphington-vic-3078,Alphington,1800000,24-Jun-2017,4,1,2,605,m2,House,https://www.domain.com.au/1-shiers-street-alphington-vic-3078-2013628391,Secure Parking-Heating-Separate Dining Room-Gas-Internal Laundry-Air conditioning-Fully fenced-Corner Allotment,0.9-2.1-3.9,3,Jun/2017/650.0/SOLD,0
111-fulham-road-alphington-vic-3078,Alphington,878000,07-Sep-2012,4,2,4,612,m2,House,https://www.domain.com.au/111-fulham-road-alphington-vic-3078-2009868045,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Secure Parking-Separate Dining-Ducted Vacuum,0.8-1.8-3.6,3,Aug/2012/878000.0/SOLD,1
139-blyth-street-altona-vic-3018,Altona,1078000,17-Nov-2021,2,1,1,488,m2,House,https://www.domain.com.au/139-blyth-street-altona-vic-3018-2017371851,Air conditioning*-Heating*,0.5-0.8-10.5,3,Nov/2021/1078000.0/SOLD-Nov/2015/620000.0/SOLD,0
7-maidstone-street-altona-vic-3018,Altona,1365000,30-Sep-2021,2,1,3,743,m2,House,https://www.domain.com.au/7-maidstone-street-altona-vic-3018-2017281595,Secure Parking*-Shed*,1-1.3-11,3,Sep/2021/1365000.0/SOLD,0
184-blyth-street-altona-vic-3018,Altona,1305000,27-Jul-2021,2,1,2,738,m2,House,https://www.domain.com.au/184-blyth-street-altona-vic-3018-2017097189,Built in wardrobes*-Internal Laundry*-Secure Parking*-Heating*-Garden*,0.9-1.1-10.7,3,Jun/2021/1305000.0/SOLD,1
262-queen-street-altona-vic-3018,Altona,1200000,21-Jun-2021,2,1,4,644,m2,House,https://www.domain.com.au/262-queen-street-altona-vic-3018-2017022697,Garden*,1.1-1.4-11.1,3,Jun/2021/1200000.0/SOLD,0
36-galvin-street-altona-vic-3018,Altona,575000,03-Jan-2020,2,1,2,323,m2,House,https://www.domain.com.au/36-galvin-street-altona-vic-3018-2014722820,Heating-Close to transport-Close to shops-Close to schools-Toilet Facilities,0.6-9.9-1.3,3,Dec/2019/575000.0/SOLD-Feb/1998/92000.0/SOLD,0
168-blyth-street-altona-vic-3018,Altona,1015000,09-Aug-2019,2,1,8,660,m2,House,https://www.domain.com.au/168-blyth-street-altona-vic-3018-2014698131,Air conditioning-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Formal Lounge-Separate Dining,0.8-1-10.7,3,Jul/2021/1650000.0/SOLD-Jun/2019/1014999.9999999999/SOLD,0
7-curlew-avenue-altona-vic-3018,Altona,930000,26-Jun-2019,2,1,3,700,m2,House,https://www.domain.com.au/7-curlew-avenue-altona-vic-3018-2015143983,Secure Parking-Built in wardrobes,1-10.7-1.1,3,Jul/2019/340.0/SOLD,1
17-bracken-grove-altona-vic-3018,Altona,1060000,02-Jan-2018,2,1,2,697,m2,House,https://www.domain.com.au/17-bracken-grove-altona-vic-3018-2013664147,Air conditioning-Close to schools-Close to shops-Garden-Floorboards-Formal Lounge-Separate Dining-North facing rear yard,0.7-1-10.7,3,Oct/2021/2412000.0/SOLD-Oct/2017/1060000.0/SOLD-Jun/1999/186000.0/SOLD,0
26-belmar-avenue-altona-vic-3018,Altona,850000,30-Nov-2017,2,1,2,615,m2,House,https://www.domain.com.au/26-belmar-avenue-altona-vic-3018-2013986365,Close to schools-Close to shops-Close to transport-Garden-Secure Parking,0.2-9.5-1,3,Jan/2020/890000.0/SOLD-Nov/2017/850000.0/SOLD-Jan/1998/112000.0/SOLD,0
73-david-street-altona-vic-3018,Altona,620000,21-Jul-2016,2,2,2,320,m2,House,https://www.domain.com.au/73-david-street-altona-vic-3018-2012915592,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Formal Lounge-Garden-Secure Parking-Separate Dining,0.5-0.9-9.7,3,Jul/2016/620000.0/SOLD-May/2002/335000.0/SOLD-Jan/1986/73000.0/SOLD,1
10-chifley-avenue-altona-vic-3018,Altona,550000,30-Jan-2012,2,1,2,525,m2,House,https://www.domain.com.au/10-chifley-avenue-altona-vic-3018-2009263599,Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Air Conditioning/Heating-Secure Parking-Separate Dining,0.2-1.8-9.5,3,Jan/2012/550000.0/SOLD-Feb/2009/415000.0/SOLD-May/1999/185000.0/SOLD,1
11-merritt-court-altona-vic-3018,Altona,400000,24-Oct-2009,2,1,1,535,m2,House,https://www.domain.com.au/11-merritt-court-altona-vic-3018-2008050205,Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Air Conditioning/Heating-Secure Parking,0.4-9.3-1.2,3,Oct/2009/400000.0/SOLD,1
185a-civic-parade-altona-vic-3018,Altona,830000,07-Dec-2021,3,2,2,222,m2,House,https://www.domain.com.au/185a-civic-parade-altona-vic-3018-2017028451,Secure Parking*-Air conditioning-Heating-Built in wardrobes-Close to transport-Close to shops-Close to schools,0.5-9.7-0.5,3,May/2018/800000.0/SOLD,1
60-hammond-street-altona-vic-3018,Altona,960000,26-Nov-2021,3,1,2,531,m2,House,https://www.domain.com.au/60-hammond-street-altona-vic-3018-2017393718,Secure Parking*-Heating*-Balcony / Deck*,0.8-8.9-1.4,3,Dec/2021/960000.0/SOLD-Jun/2018/810000.0/SOLD-Jun/2014/605000.0/SOLD,0
211-civic-parade-altona-vic-3018,Altona,1022000,20-Nov-2021,3,1,2,607,m2,House,https://www.domain.com.au/211-civic-parade-altona-vic-3018-2017376945,Secure Parking*-Air conditioning-Heating-Built in wardrobes-Close to transport-Close to shops-Close to schools,0.3-9.8-0.6,3,Nov/2021/1022000.0/SOLD-May/2003/283000.0/SOLD,1
9-linnet-street-altona-vic-3018,Altona,1360000,10-Nov-2021,3,1,1,740,m2,House,https://www.domain.com.au/9-linnet-street-altona-vic-3018-2017293884,Secure Parking*-Built in wardrobes-Close to transport-Close to shops-Close to schools,0.6-0.7-10.4,3,Nov/2021/1360000.0/SOLD-Nov/1994/107000.0/SOLD,1
1-watson-court-altona-vic-3018,Altona,1200000,01-Nov-2021,3,1,2,528,m2,House,https://www.domain.com.au/1-watson-court-altona-vic-3018-2017270189,Air conditioning*-Built in wardrobes*-Heating*,0.6-1.5-9.5,3,Nov/2021/1200000.0/SOLD,1
103-grieve-parade-altona-vic-3018,Altona,1080000,25-Aug-2021,3,1,1,707,m2,House,https://www.domain.com.au/103-grieve-parade-altona-vic-3018-2017093518,Garden*,0.2-9.8-0.6,3,Aug/2021/1080000.0/SOLD,0
27-blyth-street-altona-vic-3018,Altona,1720000,25-Aug-2021,3,2,2,622,m2,House,https://www.domain.com.au/27-blyth-street-altona-vic-3018-2017167281,Gas*-Secure Parking*-Heating*-Garden*,0.6-1.8-10,3,Aug/2021/1720000.0/SOLD-May/1995/125000.0/SOLD,0
20-wren-street-altona-vic-3018,Altona,1827000,20-Aug-2021,3,4,3,775,m2,House,https://www.domain.com.au/20-wren-street-altona-vic-3018-2016640970,Internal Laundry*-Fireplace(s)*-Dishwasher*-Garden*-Air conditioning-Built in wardrobes-Close to transport-Close to shops-Swimming Pool-Open Fire Place-Close to schools-Ensuite,0.5-10.2-0.6,3,Aug/2021/1827000.0/SOLD-Jul/1993/82000.0/SOLD,1
11-linnet-street-altona-vic-3018,Altona,1332000,18-Aug-2021,3,2,2,696,m2,House,https://www.domain.com.au/11-linnet-street-altona-vic-3018-2017166463,Secure Parking*-Garden*-Balcony / Deck*-Study,0.6-0.7-10.4,3,Aug/2021/1332000.0/SOLD,0
6-curtin-court-altona-vic-3018,Altona,1153000,09-Aug-2021,3,1,1,505,m2,House,https://www.domain.com.au/6-curtin-court-altona-vic-3018-2017099838,Internal Laundry*-Garden*,0.3-1.8-9.5,3,Jul/2021/1153000.0/SOLD,0
19-charles-road-altona-vic-3018,Altona,931000,26-Jul-2021,3,1,4,535,m2,House,https://www.domain.com.au/19-charles-road-altona-vic-3018-2017108810,Secure Parking*-Garden*,0.8-9-1.5,3,Jul/2021/931000.0/SOLD,0
