address,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory,heating,air_con,internal_laundry,built_in_wardrobes,secure_parking,study,close_to_shops,close_to_transport,close_to_schools,split_system,fully_fenced,solar_panels,dishwasher,garage,alarm,garden,deck,balcony,pool,spa
1a-william-street-mccrae-vic-3938,325000,08-May-2015,1,1,2,298,m2,House,https://www.domain.com.au/1a-william-street-mccrae-vic-3938-2011883356,Heating-Garden / Courtyard-Dishwasher,1.8-4.1-3.1,3,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32-wattle-road-mccrae-vic-3938,870000,26-Oct-2021,2,1,2,644,m2,House,https://www.domain.com.au/32-wattle-road-mccrae-vic-3938-2017223163,Internal Laundry*-Deck-Fully fenced-Shed-Floorboards-Gas Heating,1.3-3.3-2.2,3,Oct/2021/870000.0/SOLD,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1/20-catherine-street-mccrae-vic-3938,716000,12-Sep-2021,2,1,1,165,m2,House,https://www.domain.com.au/1-20-catherine-street-mccrae-vic-3938-2017175877,Heating*-Fully fenced*-Air conditioning-Built in wardrobes-Secure Parking-Garden / Courtyard-Close to beach,1.7-3.9-3,3,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7-catherine-street-mccrae-vic-3938,947500,08-Jan-2021,2,1,1,507,m2,House,https://www.domain.com.au/7-catherine-street-mccrae-vic-3938-2016708077,Built in wardrobes*-Gas*-Bath*-Heating*-Dishwasher*-Garden*,1.8-4-3.1,3,Jan/2021/947500.0/SOLD-Oct/2014/475000.0/SOLD-Mar/2007/450000.0/SOLD,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11-arthurs-avenue-mccrae-vic-3938,630000,18-Feb-2020,2,1,2,919,m2,House,https://www.domain.com.au/11-arthurs-avenue-mccrae-vic-3938-2015206235,Floorboards-Balcony / Deck-Fireplace(s)-Garden,1.9-5.1-3.9,3,Feb/2020/630000.0/SOLD-Feb/2016/495100.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
8-marjorie-court-mccrae-vic-3938,590000,06-Dec-2019,2,1,4,1022,m2,House,https://www.domain.com.au/8-marjorie-court-mccrae-vic-3938-2015612279,Air conditioning-Gas Heating,1.5-3.5-2.3,3,Dec/2020/1450000.0/SOLD-Nov/2019/590000.0/SOLD-Dec/1995/90500.0/SOLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58-armstrong-road-mccrae-vic-3938,562500,21-Oct-2019,2,1,2,385,m2,House,https://www.domain.com.au/58-armstrong-road-mccrae-vic-3938-2015761403,,1.3-2.8-1.4,3,Jan/2020/562500.0/SOLD-May/2009/335000.0/SOLD-Feb/2007/207500.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49-somers-avenue-mccrae-vic-3938,725000,01-Sep-2019,2,2,1,811,m2,House,https://www.domain.com.au/49-somers-avenue-mccrae-vic-3938-2014942927,,1.9-3.8-2.4,3,Sep/2019/725000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55-armstrong-road-mccrae-vic-3938,582500,27-May-2019,2,1,1,955,m2,House,https://www.domain.com.au/55-armstrong-road-mccrae-vic-3938-2015136184,Balcony / Deck-Floorboards-Fully fenced-Shed,1.4-2.8-1.4,3,Oct/2020/310000.0/SOLD-May/2019/582500.0/SOLD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
32-flinders-street-mccrae-vic-3938,650000,17-Apr-2019,2,2,2,976,m2,House,https://www.domain.com.au/32-flinders-street-mccrae-vic-3938-2014920557,Balcony / Deck,2.3-4.5-3.3,3,Mar/2019/650000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
