"address","price","date","bedrooms","bathrooms","parking_spaces","land_size","land_size_unit","propertyType","url","houseFeatures","schoolsDistance","schoolsCount","salesHistory","heating","air_con","internal_laundry","built_in_wardrobes","secure_parking","study","close_to_shops","close_to_transport","close_to_schools","split_system","fully_fenced","solar_panels","dishwasher","garage","alarm","garden","deck","balcony","pool","spa"
1/16-argyle-road-kew-vic-3101,1028000,07-Nov-2016,3,2,2,-1,None,House,https://www.domain.com.au/1-16-argyle-road-kew-vic-3101-2013153504,,0.8-1.3-5.8,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203-&-205-barkers-road-kew-vic-3101,3127500,29-Oct-2016,3,1,2,-1,None,House,https://www.domain.com.au/203-205-barkers-road-kew-vic-3101-2013091246,,1-1.1-2.1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-earl-street-kew-vic-3101,1515000,29-Oct-2016,3,1,1,519,m2,House,https://www.domain.com.au/27-earl-street-kew-vic-3101-2013015914,,1-2.1-6.2,3,Oct/2016/660.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-merrion-place-kew-vic-3101,1878000,10-Sep-2016,3,2,1,-1,None,House,https://www.domain.com.au/8-merrion-place-kew-vic-3101-2012990476,,0.7-1.9-2.1,3,Sep/2016/1878000.0/SOLD-Oct/2006/1405000.0/SOLD-Sep/2000/463000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61-molesworth-street-kew-vic-3101,3750000,08-Sep-2016,3,3,4,1355,m2,House,https://www.domain.com.au/61-molesworth-street-kew-vic-3101-2012933365,,1.1-2.5-2.5,3,Nov/2018/7350000.0/SOLD-Sep/2016/3750000.0/SOLD-Nov/2002/1335000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-annadale-street-kew-vic-3101,1635000,03-Sep-2016,3,1,2,397,m2,House,https://www.domain.com.au/13-annadale-street-kew-vic-3101-2012978464,,1.2-1.5-2.2,3,Sep/2016/1635000.0/SOLD-Feb/2012/960000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17-pakington-street-kew-vic-3101,1390000,01-Aug-2016,3,2,2,-1,None,House,https://www.domain.com.au/1-17-pakington-street-kew-vic-3101-2012923892,,0.2-2.3-2.6,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34-alfred-street-kew-vic-3101,3065000,30-Jul-2016,3,2,2,781,m2,House,https://www.domain.com.au/34-alfred-street-kew-vic-3101-2012913179,,0.9-1.6-2,3,Jul/2016/550.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53-mary-street-kew-vic-3101,1410000,23-Jul-2016,3,2,1,290,m2,House,https://www.domain.com.au/53-mary-street-kew-vic-3101-2012894482,,0.4-2.1-2.3,3,Jul/2016/1410000.0/SOLD-Jun/2011/600000.0/SOLD-Feb/1994/260000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a-peel-street-kew-vic-3101,1580000,19-Jul-2016,3,2,2,238,m2,House,https://www.domain.com.au/7a-peel-street-kew-vic-3101-2012760747,,0.1-2.1-2.5,3,Jul/2016/1580000.0/SOLD-Sep/1998/399000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-gladstone-street-kew-vic-3101,1565000,25-Jun-2016,3,1,-1,552,m2,House,https://www.domain.com.au/7-gladstone-street-kew-vic-3101-2012835674,,0.7-2.1-6.5,3,Jun/2016/1565000.0/SOLD-Dec/1998/276000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43-kellett-grove-kew-vic-3101,1211000,28-May-2016,3,1,1,-1,None,House,https://www.domain.com.au/43-kellett-grove-kew-vic-3101-2012776169,,1.4-2.3-6.1,3,May/2016/1211000.0/SOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
