"address","price","date","bedrooms","bathrooms","parking_spaces","land_size","land_size_unit","propertyType","url","houseFeatures","schoolsDistance","schoolsCount","salesHistory"
39-bath-street-st-kilda-vic-3182,907000,28-Nov-2021,2,1,-1,-1,None,House,https://www.domain.com.au/39-bath-street-st-kilda-vic-3182-2017371985,,0.6-2-5,3,Nov/2021/907000.0/SOLD
62-argyle-street-st-kilda-vic-3182,1331000,27-Nov-2021,2,1,1,-1,None,House,https://www.domain.com.au/62-argyle-street-st-kilda-vic-3182-2017379912,,0.8-2.2-4.8,3,Nov/2021/1331000.0/SOLD
57-clyde-street-st-kilda-vic-3182,1250000,21-Aug-2021,2,1,-1,-1,None,House,https://www.domain.com.au/57-clyde-street-st-kilda-vic-3182-2017205386,,0.8-2-4.6,3,Aug/2021/1250000.0/SOLD
11/1a-acland-street-st-kilda-vic-3182,1540000,29-May-2021,2,1,-1,-1,None,House,https://www.domain.com.au/11-1a-acland-street-st-kilda-vic-3182-2016982842,,0.6-2.3-4,3,
29-marriott-street-st-kilda-vic-3182,1300000,13-May-2021,2,1,1,-1,None,House,https://www.domain.com.au/29-marriott-street-st-kilda-vic-3182-2016943329,,0.6-2-5,3,May/2021/1300000.0/SOLD-May/2018/1028999.9999999999/SOLD
4-lynott-street-st-kilda-vic-3182,1150000,24-Apr-2021,2,1,-1,-1,None,House,https://www.domain.com.au/4-lynott-street-st-kilda-vic-3182-2016907905,,0.3-1.7-5.3,3,Apr/2021/1150000.0/SOLD-Apr/2016/830000.0/SOLD
6-havelock-street-st-kilda-vic-3182,1410500,02-Mar-2021,2,1,-1,-1,None,House,https://www.domain.com.au/6-havelock-street-st-kilda-vic-3182-2016792991,Courtyard-Fully fenced-Built in wardrobes-Floorboards-Study-Ducted Heating,0.9-1.8-4.6,3,Mar/2021/1410500.0/SOLD-Apr/2018/1355000.0/SOLD
31-blanche-street-st-kilda-vic-3182,1260000,01-Mar-2021,2,1,-1,-1,None,House,https://www.domain.com.au/31-blanche-street-st-kilda-vic-3182-2016774801,,0.5-1.8-4.9,3,Mar/2021/1260000.0/SOLD-Feb/2011/624000.0/SOLD
32-greeves-street-st-kilda-vic-3182,1211000,27-Feb-2021,2,1,1,-1,None,House,https://www.domain.com.au/32-greeves-street-st-kilda-vic-3182-2016775670,,0.6-1.8-4.9,3,Feb/2021/1211000.0/SOLD-May/2015/890000.0/SOLD-Mar/2008/587000.0/SOLD
122-argyle-street-st-kilda-vic-3182,1352000,23-Dec-2020,2,1,1,287,m2,House,https://www.domain.com.au/122-argyle-street-st-kilda-vic-3182-2016631954,,0.7-2.2-5.1,3,Dec/2020/1352000.0/SOLD-Feb/1998/360.0/SOLD
31-pakington-street-st-kilda-vic-3182,1000000,08-Dec-2020,2,1,-1,-1,None,House,https://www.domain.com.au/31-pakington-street-st-kilda-vic-3182-2016661559,,0.3-1.8-5.2,3,Dec/2020/1000000.0/SOLD-Aug/2012/650000.0/SOLD
4-frampton-street-st-kilda-vic-3182,1084000,05-Dec-2020,2,1,1,-1,None,House,https://www.domain.com.au/4-frampton-street-st-kilda-vic-3182-2016601480,,0.8-2.2-4.8,3,Dec/2020/1084000.0/SOLD-Sep/2017/1100000.0/SOLD-Oct/2014/715000.0/SOLD
24-nelson-street-st-kilda-vic-3182,835000,24-Nov-2020,2,1,1,120,m2,House,https://www.domain.com.au/24-nelson-street-st-kilda-vic-3182-2016567295,,0.8-1-2.9,3,Nov/2020/835000.0/SOLD-Aug/2007/301.0/SOLD
33-henryville-street-st-kilda-vic-3182,965000,14-Nov-2020,2,1,-1,-1,None,House,https://www.domain.com.au/33-henryville-street-st-kilda-vic-3182-2016415208,,0.5-2-5.1,3,Nov/2020/965000.0/SOLD-Sep/2014/755000.0/SOLD
12a-chaucer-street-st-kilda-vic-3182,1028000,30-Jul-2020,2,1,1,132,m2,House,https://www.domain.com.au/12a-chaucer-street-st-kilda-vic-3182-2016218508,Close to schools-Close to shops-Close to transport-Garden,0.8-1.5-4.8,3,Jul/2020/1028000.0/SOLD
23-bath-street-st-kilda-vic-3182,900000,01-May-2020,2,1,-1,-1,None,House,https://www.domain.com.au/23-bath-street-st-kilda-vic-3182-2016222813,,0.6-2-5,3,Apr/2020/900000.0/SOLD
402/12-martin-street-st-kilda-vic-3182,525000,26-Jan-2020,2,1,1,-1,None,House,https://www.domain.com.au/402-12-martin-street-st-kilda-vic-3182-2015241460,Air conditioning-Ensuite-Built in wardrobes-Balcony / Deck,0.3-1.7-5.2,3,
6-blanche-street-st-kilda-vic-3182,1275000,26-Oct-2019,2,1,-1,-1,None,House,https://www.domain.com.au/6-blanche-street-st-kilda-vic-3182-2015695116,,0.7-1.9-4.7,3,Oct/2019/1275000.0/SOLD-Nov/2011/740000.0/SOLD-Sep/2005/460000.0/SOLD
9-moodie-place-st-kilda-vic-3182,1390000,26-Oct-2019,2,1,-1,-1,None,House,https://www.domain.com.au/9-moodie-place-st-kilda-vic-3182-2015696706,,0.8-0.8-4.6,3,Oct/2019/1390000.0/SOLD-Feb/2016/1171000.0/SOLD-Apr/2008/737500.0/SOLD
38-chapel-street-st-kilda-vic-3182,967000,05-Oct-2019,2,1,1,184,m2,House,https://www.domain.com.au/38-chapel-street-st-kilda-vic-3182-2015634162,,0.6-2-5.3,3,Oct/2019/967000.0/SOLD-Sep/1996/145000.0/SOLD
3-farmer-street-st-kilda-vic-3182,1065000,04-Oct-2019,2,1,-1,228,m2,House,https://www.domain.com.au/3-farmer-street-st-kilda-vic-3182-2015537178,,0.7-2-4.9,3,Oct/2019/1065000.0/SOLD-Mar/2003/405000.0/SOLD
38-havelock-street-st-kilda-vic-3182,1170000,07-Sep-2019,2,1,-1,148,m2,House,https://www.domain.com.au/38-havelock-street-st-kilda-vic-3182-2015522638,,0.8-1.8-4.6,3,Sep/2019/620.0/SOLD
20-queen-street-st-kilda-vic-3182,740000,05-Sep-2019,2,1,-1,-1,None,House,https://www.domain.com.au/20-queen-street-st-kilda-vic-3182-2015414778,,0.7-2.1-5.4,3,
