,address,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory
0,1025-yan-yean-road-doreen-vic-3754,2670000,27-Nov-2021,5,3,6,10000,m2,House,https://www.domain.com.au/1025-yan-yean-road-doreen-vic-3754-2017357365,,1.4-1.4-1.5,3,Nov/2021/2670000.0/SOLD-Jun/1990/160000.0/SOLD
1,62-kempen-road-doreen-vic-3754,1200000,09-Nov-2021,5,3,2,527,m2,House,https://www.domain.com.au/62-kempen-road-doreen-vic-3754-2017377357,,1.9-2.1-1.1,3,Nov/2021/1200000.0/SOLD-Jul/2017/315000.0/SOLD
2,20-montrose-drive-doreen-vic-3754,850000,21-Oct-2021,5,2,2,-1,None,House,https://www.domain.com.au/20-montrose-drive-doreen-vic-3754-2017313730,"Built in wardrobes-""Dishwasher""-""Ensuite""-""Ducted Heating""-""Evaporative Cooling""-""Floorboards""-""Remote Garage""-""Rumpus Room""",0.4-1.1-1.2,3,Oct/2021/850000.0/SOLD-Feb/2007/130000.0/SOLD
3,80-cathedral-rise-doreen-vic-3754,965000,12-Oct-2021,5,2,2,670,m2,House,https://www.domain.com.au/80-cathedral-rise-doreen-vic-3754-2017169606,,1-1.3-1.7,3,Oct/2021/965000.0/SOLD-Aug/2014/482000.0/SOLD-Sep/2012/440000.0/SOLD
4,10-clancy-way-doreen-vic-3754,1000000,25-Sep-2021,5,3,2,518,m2,House,https://www.domain.com.au/10-clancy-way-doreen-vic-3754-2017116798,"Internal Laundry*-""Secure Parking*""-""Heating*""-""Shed*""-""Garden*""",0.3-1.6-1.7,3,Sep/2021/1000000.0/SOLD-Aug/2016/240000.0/SOLD
5,13-breakwater-drive-doreen-vic-3754,655000,31-Aug-2021,5,2,2,-1,None,House,https://www.domain.com.au/13-breakwater-drive-doreen-vic-3754-2017112366,"Built in wardrobes*-""Internal Laundry*""-""Secure Parking*""-""Intercom*""-""Heating*""-""Dishwasher*""-""Garden*""-""Ensuite""",1-1.1-0.5,3,Aug/2021/655000.0/SOLD
6,64-warrawong-circuit-doreen-vic-3754,974000,19-Aug-2021,6,2,2,595,m2,House,https://www.domain.com.au/64-warrawong-circuit-doreen-vic-3754-2017162191,"Built in wardrobes-""Dishwasher""-""Ensuite""-""Ducted Heating""-""Evaporative Cooling""-""Floorboards""-""Remote Garage""",0.6-1.8-2.1,3,Aug/2021/974000.0/SOLD-Jan/2012/480000.0/SOLD-Jun/2006/137000.0/SOLD
7,29-tallawong-drive-doreen-vic-3754,770000,17-Jun-2021,5,2,2,448,m2,House,https://www.domain.com.au/29-tallawong-drive-doreen-vic-3754-2016996756,,0.9-2.2-2.5,3,Jun/2021/770000.0/SOLD-Jun/2014/199500.0/SOLD
8,82-brookwood-avenue-doreen-vic-3754,1448000,11-Jun-2021,6,2,3,1255,m2,House,https://www.domain.com.au/82-brookwood-avenue-doreen-vic-3754-2016929968,"Pets Allowed*-""Heating*""-""Study*""-""Garden*""-""Air conditioning""-""Alarm System""-""Built in wardrobes""-""Fireplace(s)""-""Secure Parking""-""Balcony / Deck""-""Swimming Pool""-""Rainwater storage tank""-""Solar panels""",1-2.2-2.5,3,May/2021/1448000.0/SOLD-Sep/2009/631000.0/SOLD-Jun/2005/187000.0/SOLD
9,12-furlong-drive-doreen-vic-3754,1200000,01-Apr-2021,5,2,3,895,m2,House,https://www.domain.com.au/12-furlong-drive-doreen-vic-3754-2016859119,,1.1-2.5-2.7,3,Apr/2021/725.0/SOLD-Mar/2017/1200000.0/SOLD
10,51-coulthard-crescent-doreen-vic-3754,1200000,30-Mar-2021,6,3,2,712,m2,House,https://www.domain.com.au/51-coulthard-crescent-doreen-vic-3754-2016862580,,0.3-1.4-1.4,3,Mar/2021/1200000.0/SOLD-Aug/2009/210000.0/SOLD
11,24-tributary-circuit-doreen-vic-3754,1010000,07-Mar-2021,5,2,2,619,m2,House,https://www.domain.com.au/24-tributary-circuit-doreen-vic-3754-2016771215,,0.8-2.3-1.7,3,Mar/2021/1010000.0/SOLD-Nov/2015/296000.0/SOLD
12,13-baker-way-doreen-vic-3754,1450000,27-Feb-2021,5,3,8,1012,m2,House,https://www.domain.com.au/13-baker-way-doreen-vic-3754-2016772415,,0.7-2.3-4.8,3,Feb/2021/1450000.0/SOLD-Feb/2004/184000.0/SOLD
13,49-montville-street-doreen-vic-3754,1150000,20-Feb-2021,5,4,3,719,m2,House,https://www.domain.com.au/49-montville-street-doreen-vic-3754-2016801618,,0.4-1.8-2,3,Feb/2021/1150000.0/SOLD-May/2016/330000.0/SOLD-Jul/2012/256000.0/SOLD
14,86-resolution-circuit-doreen-vic-3754,1180000,10-Feb-2021,5,3,2,576,m2,House,https://www.domain.com.au/86-resolution-circuit-doreen-vic-3754-2016740815,,0.7-2.4-1.4,3,Feb/2021/1180000.0/SOLD-Aug/2015/280000.0/SOLD
15,23-lillian-street-doreen-vic-3754,965000,28-Jan-2021,5,2,2,612,m2,House,https://www.domain.com.au/23-lillian-street-doreen-vic-3754-2016582065,,1.2-1.2-1.7,3,Jan/2021/965000.0/SOLD-Jan/2014/597000.0/SOLD
16,3-terry-street-doreen-vic-3754,850000,22-Jan-2021,5,3,2,447,m2,House,https://www.domain.com.au/3-terry-street-doreen-vic-3754-2016651626,,0.8-1-0.9,3,Jan/2021/850000.0/SOLD-Mar/2017/227000.0/SOLD
17,1-peak-crescent-doreen-vic-3754,680000,28-Dec-2020,5,2,2,568,m2,House,https://www.domain.com.au/1-peak-crescent-doreen-vic-3754-2016685426,"Bath-""Entertainment Area""-""Rainwater storage tank""-""Close To Parklands""-""Close to schools""-""Close to transport""-""Quiet Location""-""Air conditioning""-""Built in wardrobes""-""Remote Garage""-""Dishwasher""-""Balcony""-""Fully fenced""",1.4-1.7-0.5,3,Dec/2020/680000.0/SOLD
18,10-hessel-avenue-doreen-vic-3754,900000,18-Dec-2020,5,2,2,503,m2,House,https://www.domain.com.au/10-hessel-avenue-doreen-vic-3754-2016573017,,0.4-1.5-1.8,3,Dec/2020/900000.0/SOLD-May/2016/245000.0/SOLD
19,56-vantage-point-boulevard-doreen-vic-3754,740000,16-Dec-2020,5,2,2,544,m2,House,https://www.domain.com.au/56-vantage-point-boulevard-doreen-vic-3754-2016626005,,1.5-1.7-0.5,3,Dec/2020/740000.0/SOLD-Jan/2009/171000.0/SOLD
20,36-sparrowhawk-road-doreen-vic-3754,850000,21-Nov-2020,6,3,2,633,m2,House,https://www.domain.com.au/36-sparrowhawk-road-doreen-vic-3754-2016626390,,0.6-1.5-1.9,3,Nov/2020/850000.0/SOLD-May/2011/270000.0/SOLD-Feb/2003/95000.0/SOLD
21,18-vantage-point-boulevard-doreen-vic-3754,690000,17-Nov-2020,5,2,2,671,m2,House,https://www.domain.com.au/18-vantage-point-boulevard-doreen-vic-3754-2016653851,"Secure Parking*-""Heating*""-""Ensuite(s)""-""Air conditioning""-""Ensuite""-""Built in wardrobes""-""Internal Laundry""-""Gas""-""Bath""-""Dishwasher""-""Study""-""Ground floor""-""Wall / ceiling insulation""-""Rainwater storage tank""-""Fully fenced""-""Garden / Courtyard""",1.2-1.7-0.2,3,Nov/2020/690000.0/SOLD
22,10-orient-drive-doreen-vic-3754,850000,11-Nov-2020,5,2,2,658,m2,House,https://www.domain.com.au/10-orient-drive-doreen-vic-3754-2016547387,,0.8-2-1.9,3,Nov/2020/850000.0/SOLD-May/2016/660000.0/SOLD-Feb/2011/226000.0/SOLD
23,7-saltia-drive-doreen-vic-3754,720000,04-Oct-2020,5,2,2,586,m2,House,https://www.domain.com.au/7-saltia-drive-doreen-vic-3754-2016015592,"Built in wardrobes-""Dishwasher""-""Ensuite""-""Ducted Heating""-""Evaporative Cooling""-""Floorboards""-""Fully fenced""-""Remote Garage""-""Rumpus Room""",0.9-2.2-2.2,3,Oct/2020/720000.0/SOLD
24,28-marley-boulevard-doreen-vic-3754,880000,02-Oct-2020,5,2,2,481,m2,House,https://www.domain.com.au/28-marley-boulevard-doreen-vic-3754-2016411353,"Alarm System-""Study""-""Built in wardrobes""-""Dishwasher""-""Ensuite""-""Ducted Heating""-""Fully fenced""-""Outdoor Entertainment Area""-""Swimming Pool""-""Remote Garage""-""Rumpus Room""-""Reverse Cycle Air Con""",1.1-2.5-2.6,3,Oct/2020/880000.0/SOLD-Mar/2016/217500.0/SOLD
25,12-turnstone-street-doreen-vic-3754,855000,14-Jul-2020,5,2,2,513,m2,House,https://www.domain.com.au/12-turnstone-street-doreen-vic-3754-2016313013,"Air conditioning-""Built in wardrobes""-""Close to schools""-""Close to shops""-""Close to transport""-""Security Alarm""-""Garden""-""Secure Parking""-""Terrace-Balcony""",1.3-1.9-0.4,3,Jun/2020/855000.0/SOLD-Aug/2018/775000.0/SOLD-Mar/2012/223000.0/SOLD
26,29-breenview-place-doreen-vic-3754,760000,08-May-2020,5,2,2,-1,None,House,https://www.domain.com.au/29-breenview-place-doreen-vic-3754-2016191256,,0.8-1.4-4.9,3,May/2020/760000.0/SOLD
27,52-outback-drive-doreen-vic-3754,695000,18-Mar-2020,5,2,2,480,m2,House,https://www.domain.com.au/52-outback-drive-doreen-vic-3754-2015990774,"Internal Laundry*-""Secure Parking*""-""Intercom*""-""Heating*""-""Study*""",1.1-2.4-2.5,3,Feb/2020/550.0/SOLD
28,62-64-laurimar-hill-drive-doreen-vic-3754,2100000,06-Mar-2020,6,3,3,3698,m2,House,https://www.domain.com.au/62-64-laurimar-hill-drive-doreen-vic-3754-2015453251,"Air conditioning-""Alarm System""-""Broadband internet access""-""Built in wardrobes""-""Courtyard""-""Balcony / Deck""-""Dishwasher""-""Ducted Heating""-""Evaporative Cooling""-""Floorboards""-""Fully fenced""-""Gas""-""Intercom""-""Outdoor Entertainment Area""-""Cable or Satellite""-""Pets Allowed""-""Swimming Pool""-""Remote Garage""-""Rumpus Room""-""Shed""-""Split System Air Con""-""Study""-""Tennis Court""-""Vacuum System""-""Ensuite""-""Walk in Pantry""-""3 Phase power""-""Double Glazing""-""Home Cinema""",1.4-2.7-3,3,Mar/2020/2100000.0/SOLD-Sep/2017/2049999.9999999998/SOLD-Oct/2004/300000.0/SOLD
29,39-fleetwood-drive-doreen-vic-3754,890000,21-Feb-2020,5,4,2,475,m2,House,https://www.domain.com.au/39-fleetwood-drive-doreen-vic-3754-2015901113,"Close to schools-""Close to shops""-""Close to transport""-""Garden""-""Secure Parking""",1.5-1.7-0.8,3,Jan/2020/650.0/SOLD-Jul/2016/890000.0/SOLD
30,84-merredin-circuit-doreen-vic-3754,1235000,20-Jan-2020,5,5,2,-1,None,House,https://www.domain.com.au/84-merredin-circuit-doreen-vic-3754-2015864711,"Study-""Built in wardrobes""-""Dishwasher""-""Ensuite""-""Ducted Heating""-""Evaporative Cooling""-""Fully fenced""-""Outdoor Entertainment Area""-""Swimming Pool""-""Remote Garage""-""Rumpus Room""-""Balcony / Deck""",1.1-2.4-2.4,3,Jan/2020/1235000.0/SOLD-Oct/2009/195000.0/SOLD
