,address,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory
0,212-cotham-road-kew-vic-3101,2405000,04-Dec-2021,3,3,2,777,m2,House,https://www.domain.com.au/212-cotham-road-kew-vic-3101-2017397428,,1.2-1.6-2.1,3,Dec/2021/2405000.0/SOLD
1,131-brougham-street-kew-vic-3101,1395000,27-Nov-2021,3,1,2,246,m2,House,https://www.domain.com.au/131-brougham-street-kew-vic-3101-2017392552,,0.5-2.7-2.7,3,
2,11-valentine-avenue-kew-vic-3101,3031000,27-Nov-2021,3,2,2,618,m2,House,https://www.domain.com.au/11-valentine-avenue-kew-vic-3101-2017372855,,0.7-1.7-2,3,Nov/2021/3031000.0/SOLD
3,7-hutchinson-drive-kew-vic-3101,1830000,06-Nov-2021,3,2,2,-1,None,House,https://www.domain.com.au/7-hutchinson-drive-kew-vic-3101-2017316954,"Air conditioning*-""Built in wardrobes*""-""Internal Laundry*""-""Secure Parking*""-""Bath*""-""Heating*""",1.4-3.1-7.1,3,Nov/2021/1830000.0/SOLD
4,5-childers-street-kew-vic-3101,1395000,02-Oct-2021,3,1,1,-1,None,House,https://www.domain.com.au/5-childers-street-kew-vic-3101-2017243301,"Internal Laundry*-""Heating*""",0.6-1.7-6.1,3,Oct/2021/1395000.0/SOLD
5,66-pakington-street-kew-vic-3101,1655000,23-Sep-2021,3,1,1,-1,None,House,https://www.domain.com.au/66-pakington-street-kew-vic-3101-2017173166,,0.5-2.4-6.7,3,Sep/2021/1655000.0/SOLD
6,45-park-crescent-kew-vic-3101,1650000,28-Aug-2021,3,2,2,508,m2,House,https://www.domain.com.au/45-park-crescent-kew-vic-3101-2017162134,,0.8-1.9-6.1,3,Aug/2021/1650000.0/SOLD
7,6-ellesmore-court-kew-vic-3101,1600000,27-Aug-2021,3,2,2,300,m2,House,https://www.domain.com.au/6-ellesmore-court-kew-vic-3101-2017101250,,0.3-2.4-2.6,3,Aug/2021/1600000.0/SOLD
8,1/19-duke-street-kew-vic-3101,1550000,09-Aug-2021,3,2,1,302,m2,House,https://www.domain.com.au/1-19-duke-street-kew-vic-3101-2017136080,"Internal Laundry*-""Fireplace(s)*""-""Study*""-""Garden*""",1-2.5-6.5,3,
9,4-loch-street-kew-vic-3101,1596000,07-Aug-2021,3,1,1,313,m2,House,https://www.domain.com.au/4-loch-street-kew-vic-3101-2017135852,"Built in wardrobes*-""Fireplace(s)*""",0.8-2-6.2,3,Aug/2021/1596000.0/SOLD-Nov/2011/535.0/SOLD
10,9/13-hope-court-kew-vic-3101,1025000,31-Jul-2021,3,2,2,-1,None,House,https://www.domain.com.au/9-13-hope-court-kew-vic-3101-2017090225,,1.5-3.1-6.9,3,
